,Buurten,Year,Age,Gender,value
2870,Brabantpark,2019-01-01,< 30 jaar,Vrouw,2280.0
2871,Sportpark,2019-01-01,< 30 jaar,Vrouw,643.0
2872,Zandberg,2019-01-01,< 30 jaar,Vrouw,1075.0
2873,Heusdenhout,2019-01-01,< 30 jaar,Vrouw,835.0
2874,Moleneind-oost,2019-01-01,< 30 jaar,Vrouw,9.0
2875,Hoogeind,2019-01-01,< 30 jaar,Vrouw,6.0
2876,Blauwe Kei,2019-01-01,< 30 jaar,Vrouw,711.0
2877,Ypelaar,2019-01-01,< 30 jaar,Vrouw,810.0
2878,Overakker,2019-01-01,< 30 jaar,Vrouw,487.0
2879,Ginneken,2019-01-01,< 30 jaar,Vrouw,894.0
2880,Mastbos,2019-01-01,< 30 jaar,Vrouw,44.0
2881,Boeimeer,2019-01-01,< 30 jaar,Vrouw,986.0
2882,Ruitersbos,2019-01-01,< 30 jaar,Vrouw,368.0
2883,Haagpoort,2019-01-01,< 30 jaar,Vrouw,443.0
2884,Heuvel,2019-01-01,< 30 jaar,Vrouw,1496.0
2885,Tuinzigt,2019-01-01,< 30 jaar,Vrouw,1856.0
2886,Princenhage,2019-01-01,< 30 jaar,Vrouw,1493.0
2887,Westerpark,2019-01-01,< 30 jaar,Vrouw,579.0
2888,Heilaar,2019-01-01,< 30 jaar,Vrouw,69.0
2889,Hazeldonk,2019-01-01,< 30 jaar,Vrouw,5.0
2890,Steenakker,2019-01-01,< 30 jaar,Vrouw,187.0
2891,Effen-Rith,2019-01-01,< 30 jaar,Vrouw,118.0
2892,Liesbos,2019-01-01,< 30 jaar,Vrouw,101.0
2893,Gageldonk,2019-01-01,< 30 jaar,Vrouw,760.0
2894,Kievitsloop,2019-01-01,< 30 jaar,Vrouw,738.0
2895,Kesteren,2019-01-01,< 30 jaar,Vrouw,726.0
2896,Muizenberg,2019-01-01,< 30 jaar,Vrouw,480.0
2897,Heksenwiel,2019-01-01,< 30 jaar,Vrouw,682.0
2898,Overkroeten,2019-01-01,< 30 jaar,Vrouw,518.0
2899,Kroeten,2019-01-01,< 30 jaar,Vrouw,430.0
2900,Emer,2019-01-01,< 30 jaar,Vrouw,11.0
2901,Hagebeemd,2019-01-01,< 30 jaar,Vrouw,33.0
2902,Bavel,2019-01-01,< 30 jaar,Vrouw,811.0
2903,Nieuw Wolfslaar,2019-01-01,< 30 jaar,Vrouw,399.0
2904,Buitengebied Bavel,2019-01-01,< 30 jaar,Vrouw,69.0
2905,Ulvenhout,2019-01-01,< 30 jaar,Vrouw,680.0
2906,Buitengebied Ulvenhout,2019-01-01,< 30 jaar,Vrouw,40.0
2907,Prinsenbeek,2019-01-01,< 30 jaar,Vrouw,1721.0
2908,Buitengebied Prinsenbeek,2019-01-01,< 30 jaar,Vrouw,122.0
2909,Teteringen,2019-01-01,< 30 jaar,Vrouw,1271.0
2910,Vuchtpolder,2019-01-01,< 30 jaar,Vrouw,15.0
2911,Buitengebied Teteringen,2019-01-01,< 30 jaar,Vrouw,35.0
2912,Valkenberg,2019-01-01,30-44 jaar,Man,177.0
2913,Chassé,2019-01-01,30-44 jaar,Man,357.0
2914,Fellenoord,2019-01-01,30-44 jaar,Man,192.0
2915,Schorsmolen,2019-01-01,30-44 jaar,Man,428.0
2916,Station,2019-01-01,30-44 jaar,Man,334.0
2917,City,2019-01-01,30-44 jaar,Man,267.0
2918,Belcrum,2019-01-01,30-44 jaar,Man,529.0
2919,Doornbos-Linie,2019-01-01,30-44 jaar,Man,535.0
2920,Biesdonk,2019-01-01,30-44 jaar,Man,461.0
2921,Geeren-zuid,2019-01-01,30-44 jaar,Man,344.0
2922,Wisselaar,2019-01-01,30-44 jaar,Man,376.0
2923,Krogten,2019-01-01,30-44 jaar,Man,16.0
2924,Geeren-noord,2019-01-01,30-44 jaar,Man,256.0
2925,Waterdonken,2019-01-01,30-44 jaar,Man,261.0
2926,Brabantpark,2019-01-01,30-44 jaar,Man,1005.0
2927,Sportpark,2019-01-01,30-44 jaar,Man,275.0
2928,Zandberg,2019-01-01,30-44 jaar,Man,430.0
2929,Heusdenhout,2019-01-01,30-44 jaar,Man,409.0
2930,Moleneind-oost,2019-01-01,30-44 jaar,Man,5.0
2931,Hoogeind,2019-01-01,30-44 jaar,Man,5.0
2932,Blauwe Kei,2019-01-01,30-44 jaar,Man,378.0
2933,Ypelaar,2019-01-01,30-44 jaar,Man,420.0
2934,Overakker,2019-01-01,30-44 jaar,Man,248.0
2935,Ginneken,2019-01-01,30-44 jaar,Man,431.0
2936,Mastbos,2019-01-01,30-44 jaar,Man,41.0
2937,Boeimeer,2019-01-01,30-44 jaar,Man,538.0
2938,Ruitersbos,2019-01-01,30-44 jaar,Man,121.0
2939,Haagpoort,2019-01-01,30-44 jaar,Man,250.0
2940,Heuvel,2019-01-01,30-44 jaar,Man,961.0
2941,Tuinzigt,2019-01-01,30-44 jaar,Man,874.0
2942,Princenhage,2019-01-01,30-44 jaar,Man,911.0
2943,Westerpark,2019-01-01,30-44 jaar,Man,351.0
2944,Heilaar,2019-01-01,30-44 jaar,Man,24.0
2945,Hazeldonk,2019-01-01,30-44 jaar,Man,5.0
2946,Steenakker,2019-01-01,30-44 jaar,Man,11.0
2947,Effen-Rith,2019-01-01,30-44 jaar,Man,53.0
2948,Liesbos,2019-01-01,30-44 jaar,Man,42.0
2949,Gageldonk,2019-01-01,30-44 jaar,Man,560.0
2950,Kievitsloop,2019-01-01,30-44 jaar,Man,427.0
2951,Kesteren,2019-01-01,30-44 jaar,Man,419.0
2952,Muizenberg,2019-01-01,30-44 jaar,Man,253.0
2953,Heksenwiel,2019-01-01,30-44 jaar,Man,332.0
2954,Overkroeten,2019-01-01,30-44 jaar,Man,257.0
2955,Kroeten,2019-01-01,30-44 jaar,Man,266.0
2956,Emer,2019-01-01,30-44 jaar,Man,8.0
2957,Hagebeemd,2019-01-01,30-44 jaar,Man,19.0
2958,Bavel,2019-01-01,30-44 jaar,Man,358.0
2959,Nieuw Wolfslaar,2019-01-01,30-44 jaar,Man,157.0
2960,Buitengebied Bavel,2019-01-01,30-44 jaar,Man,24.0
2961,Ulvenhout,2019-01-01,30-44 jaar,Man,293.0
2962,Buitengebied Ulvenhout,2019-01-01,30-44 jaar,Man,22.0
2963,Prinsenbeek,2019-01-01,30-44 jaar,Man,778.0
2964,Buitengebied Prinsenbeek,2019-01-01,30-44 jaar,Man,57.0
2965,Teteringen,2019-01-01,30-44 jaar,Man,622.0
2966,Vuchtpolder,2019-01-01,30-44 jaar,Man,8.0
2967,Buitengebied Teteringen,2019-01-01,30-44 jaar,Man,10.0
2968,Valkenberg,2019-01-01,30-44 jaar,Vrouw,133.0
2969,Chassé,2019-01-01,30-44 jaar,Vrouw,293.0
2970,Fellenoord,2019-01-01,30-44 jaar,Vrouw,169.0
2971,Schorsmolen,2019-01-01,30-44 jaar,Vrouw,297.0
2972,Station,2019-01-01,30-44 jaar,Vrouw,279.0
2973,City,2019-01-01,30-44 jaar,Vrouw,153.0
2974,Belcrum,2019-01-01,30-44 jaar,Vrouw,470.0
2975,Doornbos-Linie,2019-01-01,30-44 jaar,Vrouw,423.0
2976,Biesdonk,2019-01-01,30-44 jaar,Vrouw,486.0
2977,Geeren-zuid,2019-01-01,30-44 jaar,Vrouw,381.0
2978,Wisselaar,2019-01-01,30-44 jaar,Vrouw,391.0
2979,Krogten,2019-01-01,30-44 jaar,Vrouw,17.0
2980,Geeren-noord,2019-01-01,30-44 jaar,Vrouw,277.0
2981,Waterdonken,2019-01-01,30-44 jaar,Vrouw,263.0
2982,Brabantpark,2019-01-01,30-44 jaar,Vrouw,971.0
2983,Sportpark,2019-01-01,30-44 jaar,Vrouw,333.0
2984,Zandberg,2019-01-01,30-44 jaar,Vrouw,454.0
2985,Heusdenhout,2019-01-01,30-44 jaar,Vrouw,431.0
2986,Moleneind-oost,2019-01-01,30-44 jaar,Vrouw,6.0
2987,Hoogeind,2019-01-01,30-44 jaar,Vrouw,4.0
2988,Blauwe Kei,2019-01-01,30-44 jaar,Vrouw,418.0
2989,Ypelaar,2019-01-01,30-44 jaar,Vrouw,468.0
2990,Overakker,2019-01-01,30-44 jaar,Vrouw,277.0
2991,Ginneken,2019-01-01,30-44 jaar,Vrouw,479.0
2992,Mastbos,2019-01-01,30-44 jaar,Vrouw,36.0
2993,Boeimeer,2019-01-01,30-44 jaar,Vrouw,571.0
2994,Ruitersbos,2019-01-01,30-44 jaar,Vrouw,130.0
2995,Haagpoort,2019-01-01,30-44 jaar,Vrouw,253.0
2996,Heuvel,2019-01-01,30-44 jaar,Vrouw,886.0
2997,Tuinzigt,2019-01-01,30-44 jaar,Vrouw,750.0
2998,Princenhage,2019-01-01,30-44 jaar,Vrouw,909.0
2999,Westerpark,2019-01-01,30-44 jaar,Vrouw,397.0
3000,Heilaar,2019-01-01,30-44 jaar,Vrouw,27.0
3001,Hazeldonk,2019-01-01,30-44 jaar,Vrouw,5.0
3002,Steenakker,2019-01-01,30-44 jaar,Vrouw,19.0
3003,Effen-Rith,2019-01-01,30-44 jaar,Vrouw,45.0
3004,Liesbos,2019-01-01,30-44 jaar,Vrouw,55.0
3005,Gageldonk,2019-01-01,30-44 jaar,Vrouw,501.0
3006,Kievitsloop,2019-01-01,30-44 jaar,Vrouw,451.0
3007,Kesteren,2019-01-01,30-44 jaar,Vrouw,412.0
3008,Muizenberg,2019-01-01,30-44 jaar,Vrouw,268.0
3009,Heksenwiel,2019-01-01,30-44 jaar,Vrouw,352.0
3010,Overkroeten,2019-01-01,30-44 jaar,Vrouw,287.0
3011,Kroeten,2019-01-01,30-44 jaar,Vrouw,273.0
3012,Emer,2019-01-01,30-44 jaar,Vrouw,7.0
3013,Hagebeemd,2019-01-01,30-44 jaar,Vrouw,20.0
3014,Bavel,2019-01-01,30-44 jaar,Vrouw,410.0
3015,Nieuw Wolfslaar,2019-01-01,30-44 jaar,Vrouw,219.0
3016,Buitengebied Bavel,2019-01-01,30-44 jaar,Vrouw,25.0
3017,Ulvenhout,2019-01-01,30-44 jaar,Vrouw,348.0
3018,Buitengebied Ulvenhout,2019-01-01,30-44 jaar,Vrouw,21.0
3019,Prinsenbeek,2019-01-01,30-44 jaar,Vrouw,899.0
3020,Buitengebied Prinsenbeek,2019-01-01,30-44 jaar,Vrouw,59.0
3021,Teteringen,2019-01-01,30-44 jaar,Vrouw,684.0
3022,Vuchtpolder,2019-01-01,30-44 jaar,Vrouw,7.0
3023,Buitengebied Teteringen,2019-01-01,30-44 jaar,Vrouw,8.0
3024,Valkenberg,2019-01-01,45-64 jaar,Man,191.0
3025,Chassé,2019-01-01,45-64 jaar,Man,422.0
3026,Fellenoord,2019-01-01,45-64 jaar,Man,164.0
3027,Schorsmolen,2019-01-01,45-64 jaar,Man,335.0
3028,Station,2019-01-01,45-64 jaar,Man,207.0
3029,City,2019-01-01,45-64 jaar,Man,250.0
3030,Belcrum,2019-01-01,45-64 jaar,Man,473.0
3031,Doornbos-Linie,2019-01-01,45-64 jaar,Man,511.0
3032,Biesdonk,2019-01-01,45-64 jaar,Man,585.0
3033,Geeren-zuid,2019-01-01,45-64 jaar,Man,390.0
3034,Wisselaar,2019-01-01,45-64 jaar,Man,541.0
3035,Krogten,2019-01-01,45-64 jaar,Man,39.0
3036,Geeren-noord,2019-01-01,45-64 jaar,Man,369.0
3037,Waterdonken,2019-01-01,45-64 jaar,Man,116.0
3038,Brabantpark,2019-01-01,45-64 jaar,Man,1128.0
3039,Sportpark,2019-01-01,45-64 jaar,Man,420.0
3040,Zandberg,2019-01-01,45-64 jaar,Man,746.0
3041,Heusdenhout,2019-01-01,45-64 jaar,Man,639.0
3042,Moleneind-oost,2019-01-01,45-64 jaar,Man,7.0
3043,Hoogeind,2019-01-01,45-64 jaar,Man,8.0
3044,Blauwe Kei,2019-01-01,45-64 jaar,Man,463.0
3045,Ypelaar,2019-01-01,45-64 jaar,Man,688.0
3046,Overakker,2019-01-01,45-64 jaar,Man,361.0
3047,Ginneken,2019-01-01,45-64 jaar,Man,751.0
3048,Mastbos,2019-01-01,45-64 jaar,Man,107.0
3049,Boeimeer,2019-01-01,45-64 jaar,Man,748.0
3050,Ruitersbos,2019-01-01,45-64 jaar,Man,293.0
3051,Haagpoort,2019-01-01,45-64 jaar,Man,261.0
3052,Heuvel,2019-01-01,45-64 jaar,Man,854.0
3053,Tuinzigt,2019-01-01,45-64 jaar,Man,814.0
3054,Princenhage,2019-01-01,45-64 jaar,Man,1081.0
3055,Westerpark,2019-01-01,45-64 jaar,Man,537.0
3056,Heilaar,2019-01-01,45-64 jaar,Man,88.0
3057,Hazeldonk,2019-01-01,45-64 jaar,Man,9.0
3058,Steenakker,2019-01-01,45-64 jaar,Man,51.0
3059,Effen-Rith,2019-01-01,45-64 jaar,Man,148.0
3060,Liesbos,2019-01-01,45-64 jaar,Man,107.0
3061,Gageldonk,2019-01-01,45-64 jaar,Man,715.0
3062,Kievitsloop,2019-01-01,45-64 jaar,Man,698.0
3063,Kesteren,2019-01-01,45-64 jaar,Man,586.0
3064,Muizenberg,2019-01-01,45-64 jaar,Man,490.0
3065,Heksenwiel,2019-01-01,45-64 jaar,Man,760.0
3066,Overkroeten,2019-01-01,45-64 jaar,Man,557.0
3067,Kroeten,2019-01-01,45-64 jaar,Man,375.0
3068,Emer,2019-01-01,45-64 jaar,Man,12.0
3069,Hagebeemd,2019-01-01,45-64 jaar,Man,38.0
3070,Bavel,2019-01-01,45-64 jaar,Man,859.0
3071,Nieuw Wolfslaar,2019-01-01,45-64 jaar,Man,400.0
3072,Buitengebied Bavel,2019-01-01,45-64 jaar,Man,95.0
3073,Ulvenhout,2019-01-01,45-64 jaar,Man,660.0
3074,Buitengebied Ulvenhout,2019-01-01,45-64 jaar,Man,55.0
3075,Prinsenbeek,2019-01-01,45-64 jaar,Man,1618.0
3076,Buitengebied Prinsenbeek,2019-01-01,45-64 jaar,Man,151.0
3077,Teteringen,2019-01-01,45-64 jaar,Man,1094.0
3078,Vuchtpolder,2019-01-01,45-64 jaar,Man,17.0
3079,Buitengebied Teteringen,2019-01-01,45-64 jaar,Man,25.0
3080,Valkenberg,2019-01-01,45-64 jaar,Vrouw,192.0
3081,Chassé,2019-01-01,45-64 jaar,Vrouw,352.0
3082,Fellenoord,2019-01-01,45-64 jaar,Vrouw,166.0
3083,Schorsmolen,2019-01-01,45-64 jaar,Vrouw,218.0
3084,Station,2019-01-01,45-64 jaar,Vrouw,175.0
3085,City,2019-01-01,45-64 jaar,Vrouw,166.0
3086,Belcrum,2019-01-01,45-64 jaar,Vrouw,457.0
3087,Doornbos-Linie,2019-01-01,45-64 jaar,Vrouw,448.0
3088,Biesdonk,2019-01-01,45-64 jaar,Vrouw,624.0
3089,Geeren-zuid,2019-01-01,45-64 jaar,Vrouw,437.0
3090,Wisselaar,2019-01-01,45-64 jaar,Vrouw,570.0
3091,Krogten,2019-01-01,45-64 jaar,Vrouw,29.0
3092,Geeren-noord,2019-01-01,45-64 jaar,Vrouw,310.0
3093,Waterdonken,2019-01-01,45-64 jaar,Vrouw,107.0
3094,Brabantpark,2019-01-01,45-64 jaar,Vrouw,1143.0
3095,Sportpark,2019-01-01,45-64 jaar,Vrouw,442.0
3096,Zandberg,2019-01-01,45-64 jaar,Vrouw,786.0
3097,Heusdenhout,2019-01-01,45-64 jaar,Vrouw,679.0
3098,Moleneind-oost,2019-01-01,45-64 jaar,Vrouw,6.0
3099,Hoogeind,2019-01-01,45-64 jaar,Vrouw,8.0
3100,Blauwe Kei,2019-01-01,45-64 jaar,Vrouw,533.0
3101,Ypelaar,2019-01-01,45-64 jaar,Vrouw,808.0
3102,Overakker,2019-01-01,45-64 jaar,Vrouw,384.0
3103,Ginneken,2019-01-01,45-64 jaar,Vrouw,827.0
3104,Mastbos,2019-01-01,45-64 jaar,Vrouw,96.0
3105,Boeimeer,2019-01-01,45-64 jaar,Vrouw,810.0
3106,Ruitersbos,2019-01-01,45-64 jaar,Vrouw,315.0
3107,Haagpoort,2019-01-01,45-64 jaar,Vrouw,272.0
3108,Heuvel,2019-01-01,45-64 jaar,Vrouw,872.0
3109,Tuinzigt,2019-01-01,45-64 jaar,Vrouw,775.0
3110,Princenhage,2019-01-01,45-64 jaar,Vrouw,1033.0
3111,Westerpark,2019-01-01,45-64 jaar,Vrouw,501.0
3112,Heilaar,2019-01-01,45-64 jaar,Vrouw,76.0
3113,Hazeldonk,2019-01-01,45-64 jaar,Vrouw,9.0
3114,Steenakker,2019-01-01,45-64 jaar,Vrouw,49.0
3115,Effen-Rith,2019-01-01,45-64 jaar,Vrouw,135.0
3116,Liesbos,2019-01-01,45-64 jaar,Vrouw,106.0
3117,Gageldonk,2019-01-01,45-64 jaar,Vrouw,713.0
3118,Kievitsloop,2019-01-01,45-64 jaar,Vrouw,680.0
3119,Kesteren,2019-01-01,45-64 jaar,Vrouw,600.0
3120,Muizenberg,2019-01-01,45-64 jaar,Vrouw,506.0
3121,Heksenwiel,2019-01-01,45-64 jaar,Vrouw,814.0
3122,Overkroeten,2019-01-01,45-64 jaar,Vrouw,599.0
3123,Kroeten,2019-01-01,45-64 jaar,Vrouw,327.0
3124,Emer,2019-01-01,45-64 jaar,Vrouw,7.0
3125,Hagebeemd,2019-01-01,45-64 jaar,Vrouw,36.0
3126,Bavel,2019-01-01,45-64 jaar,Vrouw,900.0
3127,Nieuw Wolfslaar,2019-01-01,45-64 jaar,Vrouw,344.0
3128,Buitengebied Bavel,2019-01-01,45-64 jaar,Vrouw,97.0
3129,Ulvenhout,2019-01-01,45-64 jaar,Vrouw,655.0
3130,Buitengebied Ulvenhout,2019-01-01,45-64 jaar,Vrouw,61.0
3131,Prinsenbeek,2019-01-01,45-64 jaar,Vrouw,1641.0
3132,Buitengebied Prinsenbeek,2019-01-01,45-64 jaar,Vrouw,144.0
3133,Teteringen,2019-01-01,45-64 jaar,Vrouw,1081.0
3134,Vuchtpolder,2019-01-01,45-64 jaar,Vrouw,22.0
3135,Buitengebied Teteringen,2019-01-01,45-64 jaar,Vrouw,24.0
3136,Valkenberg,2019-01-01,65-74 jaar,Man,115.0
3137,Chassé,2019-01-01,65-74 jaar,Man,212.0
3138,Fellenoord,2019-01-01,65-74 jaar,Man,53.0
3139,Schorsmolen,2019-01-01,65-74 jaar,Man,100.0
3140,Station,2019-01-01,65-74 jaar,Man,53.0
3141,City,2019-01-01,65-74 jaar,Man,75.0
3142,Belcrum,2019-01-01,65-74 jaar,Man,133.0
3143,Doornbos-Linie,2019-01-01,65-74 jaar,Man,164.0
3144,Biesdonk,2019-01-01,65-74 jaar,Man,234.0
3145,Geeren-zuid,2019-01-01,65-74 jaar,Man,152.0
3146,Wisselaar,2019-01-01,65-74 jaar,Man,200.0
3147,Krogten,2019-01-01,65-74 jaar,Man,16.0
3148,Geeren-noord,2019-01-01,65-74 jaar,Man,95.0
3149,Waterdonken,2019-01-01,65-74 jaar,Man,24.0
3150,Brabantpark,2019-01-01,65-74 jaar,Man,419.0
3151,Sportpark,2019-01-01,65-74 jaar,Man,173.0
3152,Zandberg,2019-01-01,65-74 jaar,Man,213.0
3153,Heusdenhout,2019-01-01,65-74 jaar,Man,306.0
3154,Moleneind-oost,2019-01-01,65-74 jaar,Man,5.0
3155,Hoogeind,2019-01-01,65-74 jaar,Man,2.0
3156,Blauwe Kei,2019-01-01,65-74 jaar,Man,213.0
3157,Ypelaar,2019-01-01,65-74 jaar,Man,380.0
3158,Overakker,2019-01-01,65-74 jaar,Man,180.0
3159,Ginneken,2019-01-01,65-74 jaar,Man,303.0
3160,Mastbos,2019-01-01,65-74 jaar,Man,30.0
3161,Boeimeer,2019-01-01,65-74 jaar,Man,325.0
3162,Ruitersbos,2019-01-01,65-74 jaar,Man,161.0
3163,Haagpoort,2019-01-01,65-74 jaar,Man,84.0
3164,Heuvel,2019-01-01,65-74 jaar,Man,327.0
3165,Tuinzigt,2019-01-01,65-74 jaar,Man,287.0
3166,Princenhage,2019-01-01,65-74 jaar,Man,590.0
3167,Westerpark,2019-01-01,65-74 jaar,Man,123.0
3168,Heilaar,2019-01-01,65-74 jaar,Man,19.0
3169,Hazeldonk,2019-01-01,65-74 jaar,Man,4.0
3170,Steenakker,2019-01-01,65-74 jaar,Man,19.0
3171,Effen-Rith,2019-01-01,65-74 jaar,Man,70.0
3172,Liesbos,2019-01-01,65-74 jaar,Man,55.0
3173,Gageldonk,2019-01-01,65-74 jaar,Man,272.0
3174,Kievitsloop,2019-01-01,65-74 jaar,Man,190.0
3175,Kesteren,2019-01-01,65-74 jaar,Man,149.0
3176,Muizenberg,2019-01-01,65-74 jaar,Man,167.0
3177,Heksenwiel,2019-01-01,65-74 jaar,Man,221.0
3178,Overkroeten,2019-01-01,65-74 jaar,Man,127.0
3179,Kroeten,2019-01-01,65-74 jaar,Man,64.0
3180,Emer,2019-01-01,65-74 jaar,Man,5.0
3181,Hagebeemd,2019-01-01,65-74 jaar,Man,16.0
3182,Bavel,2019-01-01,65-74 jaar,Man,358.0
3183,Nieuw Wolfslaar,2019-01-01,65-74 jaar,Man,109.0
3184,Buitengebied Bavel,2019-01-01,65-74 jaar,Man,27.0
3185,Ulvenhout,2019-01-01,65-74 jaar,Man,285.0
3186,Buitengebied Ulvenhout,2019-01-01,65-74 jaar,Man,21.0
3187,Prinsenbeek,2019-01-01,65-74 jaar,Man,629.0
3188,Buitengebied Prinsenbeek,2019-01-01,65-74 jaar,Man,51.0
3189,Teteringen,2019-01-01,65-74 jaar,Man,443.0
3190,Vuchtpolder,2019-01-01,65-74 jaar,Man,10.0
3191,Buitengebied Teteringen,2019-01-01,65-74 jaar,Man,13.0
3192,Valkenberg,2019-01-01,65-74 jaar,Vrouw,110.0
3193,Chassé,2019-01-01,65-74 jaar,Vrouw,225.0
3194,Fellenoord,2019-01-01,65-74 jaar,Vrouw,52.0
3195,Schorsmolen,2019-01-01,65-74 jaar,Vrouw,76.0
3196,Station,2019-01-01,65-74 jaar,Vrouw,51.0
3197,City,2019-01-01,65-74 jaar,Vrouw,81.0
3198,Belcrum,2019-01-01,65-74 jaar,Vrouw,145.0
3199,Doornbos-Linie,2019-01-01,65-74 jaar,Vrouw,176.0
3200,Biesdonk,2019-01-01,65-74 jaar,Vrouw,277.0
3201,Geeren-zuid,2019-01-01,65-74 jaar,Vrouw,201.0
3202,Wisselaar,2019-01-01,65-74 jaar,Vrouw,217.0
3203,Krogten,2019-01-01,65-74 jaar,Vrouw,11.0
3204,Geeren-noord,2019-01-01,65-74 jaar,Vrouw,119.0
3205,Waterdonken,2019-01-01,65-74 jaar,Vrouw,23.0
3206,Brabantpark,2019-01-01,65-74 jaar,Vrouw,463.0
3207,Sportpark,2019-01-01,65-74 jaar,Vrouw,177.0
3208,Zandberg,2019-01-01,65-74 jaar,Vrouw,218.0
3209,Heusdenhout,2019-01-01,65-74 jaar,Vrouw,352.0
3210,Moleneind-oost,2019-01-01,65-74 jaar,Vrouw,6.0
3211,Hoogeind,2019-01-01,65-74 jaar,Vrouw,6.0
3212,Blauwe Kei,2019-01-01,65-74 jaar,Vrouw,219.0
3213,Ypelaar,2019-01-01,65-74 jaar,Vrouw,545.0
3214,Overakker,2019-01-01,65-74 jaar,Vrouw,206.0
3215,Ginneken,2019-01-01,65-74 jaar,Vrouw,335.0
3216,Mastbos,2019-01-01,65-74 jaar,Vrouw,32.0
3217,Boeimeer,2019-01-01,65-74 jaar,Vrouw,345.0
3218,Ruitersbos,2019-01-01,65-74 jaar,Vrouw,180.0
3219,Haagpoort,2019-01-01,65-74 jaar,Vrouw,74.0
3220,Heuvel,2019-01-01,65-74 jaar,Vrouw,328.0
3221,Tuinzigt,2019-01-01,65-74 jaar,Vrouw,270.0
3222,Princenhage,2019-01-01,65-74 jaar,Vrouw,563.0
3223,Westerpark,2019-01-01,65-74 jaar,Vrouw,124.0
3224,Heilaar,2019-01-01,65-74 jaar,Vrouw,20.0
3225,Hazeldonk,2019-01-01,65-74 jaar,Vrouw,1.0
3226,Steenakker,2019-01-01,65-74 jaar,Vrouw,16.0
3227,Effen-Rith,2019-01-01,65-74 jaar,Vrouw,70.0
3228,Liesbos,2019-01-01,65-74 jaar,Vrouw,55.0
3229,Gageldonk,2019-01-01,65-74 jaar,Vrouw,220.0
3230,Kievitsloop,2019-01-01,65-74 jaar,Vrouw,169.0
3231,Kesteren,2019-01-01,65-74 jaar,Vrouw,112.0
3232,Muizenberg,2019-01-01,65-74 jaar,Vrouw,167.0
3233,Heksenwiel,2019-01-01,65-74 jaar,Vrouw,235.0
3234,Overkroeten,2019-01-01,65-74 jaar,Vrouw,117.0
3235,Kroeten,2019-01-01,65-74 jaar,Vrouw,66.0
3236,Emer,2019-01-01,65-74 jaar,Vrouw,4.0
3237,Hagebeemd,2019-01-01,65-74 jaar,Vrouw,12.0
3238,Bavel,2019-01-01,65-74 jaar,Vrouw,354.0
3239,Nieuw Wolfslaar,2019-01-01,65-74 jaar,Vrouw,128.0
3240,Buitengebied Bavel,2019-01-01,65-74 jaar,Vrouw,27.0
3241,Ulvenhout,2019-01-01,65-74 jaar,Vrouw,333.0
3242,Buitengebied Ulvenhout,2019-01-01,65-74 jaar,Vrouw,19.0
3243,Prinsenbeek,2019-01-01,65-74 jaar,Vrouw,678.0
3244,Buitengebied Prinsenbeek,2019-01-01,65-74 jaar,Vrouw,54.0
3245,Teteringen,2019-01-01,65-74 jaar,Vrouw,449.0
3246,Vuchtpolder,2019-01-01,65-74 jaar,Vrouw,2.0
3247,Buitengebied Teteringen,2019-01-01,65-74 jaar,Vrouw,13.0
3248,Valkenberg,2019-01-01,>= 75 jaar,Man,52.0
3249,Chassé,2019-01-01,>= 75 jaar,Man,128.0
3250,Fellenoord,2019-01-01,>= 75 jaar,Man,20.0
3251,Schorsmolen,2019-01-01,>= 75 jaar,Man,94.0
3252,Station,2019-01-01,>= 75 jaar,Man,15.0
3253,City,2019-01-01,>= 75 jaar,Man,35.0
3254,Belcrum,2019-01-01,>= 75 jaar,Man,67.0
3255,Doornbos-Linie,2019-01-01,>= 75 jaar,Man,103.0
3256,Biesdonk,2019-01-01,>= 75 jaar,Man,182.0
3257,Geeren-zuid,2019-01-01,>= 75 jaar,Man,134.0
3258,Wisselaar,2019-01-01,>= 75 jaar,Man,160.0
3259,Krogten,2019-01-01,>= 75 jaar,Man,5.0
3260,Geeren-noord,2019-01-01,>= 75 jaar,Man,108.0
3261,Waterdonken,2019-01-01,>= 75 jaar,Man,5.0
3262,Brabantpark,2019-01-01,>= 75 jaar,Man,290.0
3263,Sportpark,2019-01-01,>= 75 jaar,Man,151.0
3264,Zandberg,2019-01-01,>= 75 jaar,Man,86.0
3265,Heusdenhout,2019-01-01,>= 75 jaar,Man,271.0
3266,Moleneind-oost,2019-01-01,>= 75 jaar,Man,5.0
3267,Hoogeind,2019-01-01,>= 75 jaar,Man,3.0
3268,Blauwe Kei,2019-01-01,>= 75 jaar,Man,113.0
3269,Ypelaar,2019-01-01,>= 75 jaar,Man,368.0
3270,Overakker,2019-01-01,>= 75 jaar,Man,216.0
3271,Ginneken,2019-01-01,>= 75 jaar,Man,172.0
3272,Mastbos,2019-01-01,>= 75 jaar,Man,23.0
3273,Boeimeer,2019-01-01,>= 75 jaar,Man,206.0
3274,Ruitersbos,2019-01-01,>= 75 jaar,Man,203.0
3275,Haagpoort,2019-01-01,>= 75 jaar,Man,37.0
3276,Heuvel,2019-01-01,>= 75 jaar,Man,195.0
3277,Tuinzigt,2019-01-01,>= 75 jaar,Man,131.0
3278,Princenhage,2019-01-01,>= 75 jaar,Man,303.0
3279,Westerpark,2019-01-01,>= 75 jaar,Man,104.0
3280,Heilaar,2019-01-01,>= 75 jaar,Man,13.0
